adresse,num,proprio[global],collectif,sexe,statut_femme,proprio_titre*,proprio_particule*,proprio_name*,proprio_ad,proprio_numAd,commune_propio,proprio_region*,Pays,same_place*,commentaire,x_dom,y_dom,postcode_en2020_dom,source_dom,url_dom,score_dom
rue Cadet,29,Société Civile Immobilière,enterprises,,,-0,-0,Société Civile Immobilière,rue Pasquier,11bis,Paris,Paris,France,non,,2.322913,48.871167,75008,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=11bis+rue+Pasquier&lat=48.8566&lon=2.3522&limit=100,0.6104643073116416
rue Cadet,31,Société Civile Immobilière,enterprises,,,-0,-0,Société Civile Immobilière,rue Pasquier,11bis,Paris,Paris,France,non,,2.322913,48.871167,75008,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=11bis+rue+Pasquier&lat=48.8566&lon=2.3522&limit=100,0.6104643073116416
rue Cadet,33,Société Civile Immobilière,enterprises,,,-0,-0,Société Civile Immobilière,rue Pasquier,11bis,Paris,Paris,France,non,,2.322913,48.871167,75008,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=11bis+rue+Pasquier&lat=48.8566&lon=2.3522&limit=100,0.6104643073116416
rue Cadet,2bis,Mayaud (Mme),,F,Mme,-0,-0,Mayaud,passage Saulnier,14,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=14+passage+Saulnier&lat=48.8566&lon=2.3522&limit=100,
rue Cadet,4,Legrand,,,,-0,-0,Legrand,boulevard St Germain,21,Paris,Paris,France,non,,2.342721,48.851347,75006,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+boulevard+St+Germain&lat=48.8566&lon=2.3522&limit=100,0.6450945891296386
rue Cadet,6,Goupil,,,,-0,-0,Goupil,rue Pasquier,11bis,Paris,Paris,France,non,,2.322913,48.871167,75008,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=11bis+rue+Pasquier&lat=48.8566&lon=2.3522&limit=100,0.6104643073116416
rue Cadet,8,Virenot,,,,-0,-0,Virenot,quai Voltaire,17,Paris,Paris,France,non,,2.331406,48.858733,75007,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=17+quai+Voltaire&lat=48.8566&lon=2.3522&limit=100,0.8768519077433392
rue Cadet,10,Fradelizi,,,,-0,-0,Fradelizi,rue Clément Marot,13,Paris,Paris,France,non,,2.303244,48.867573,75008,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=13+rue+Clément+Marot&lat=48.8566&lon=2.3522&limit=100,0.8749348088945625
rue Cadet,12,Bohin,,,,-0,-0,Bohin,-0,St-Sulpice s/Risle (Orne),,Orne,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=St-Sulpice+s/Risle+(Orne)+-0&lat=48.8566&lon=2.3522&limit=100,
rue Cadet,14,Bastard (Mme de),,F,Mme,-0,de,Bastard,rue Bourgogne,52,Paris,Paris,France,non,,2.317064,48.856468,75007,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=52+rue+Bourgogne&lat=48.8566&lon=2.3522&limit=100,0.7517110874275857
rue Cadet,16,St du Gr. Orient,autres groupes,,,-0,-0,St du Gr. Orient,rue Cadet,16,Paris,Paris,France,oui,,2.376928,48.829059,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=16+rue+Cadet&lat=48.8566&lon=2.3522&limit=100,0.3673934787441628
rue Cadet,16bis,St du Gr. Orient,autres groupes,,,-0,-0,St du Gr. Orient,rue Cadet,16,Paris,Paris,France,non,,2.376928,48.829059,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=16+rue+Cadet&lat=48.8566&lon=2.3522&limit=100,0.3673934787441628
rue Cadet,18,Cie « La Rente Foncière »,enterprises,,,-0,-0,Cie « La Rente Foncière »,rue Le Peletier,12,Paris,Paris,France,non,,2.339748,48.874941,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=12+rue+Le+Peletier&lat=48.8566&lon=2.3522&limit=100,0.5022944226176597
rue Cadet,20,St-Gilles (Cte de),,M,,Comte,de,St-Gilles,rue Birague,11bis,Paris,Paris,France,non,,2.365096,48.854776,75004,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=11bis+rue+Birague&lat=48.8566&lon=2.3522&limit=100,0.6599170886784651
rue Cadet,22,Depay,,,,-0,-0,Depay,rue Hégésippe Moreau,9,Paris,Paris,France,non,,2.327058,48.887049,75018,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=9+rue+Hégésippe+Moreau&lat=48.8566&lon=2.3522&limit=100,0.8819056440792458
rue Cadet,24,Metgé (Mme),,F,Mme,-0,-0,Metgé,rue Cadet,24,Paris,Paris,France,oui,,2.37661,48.829396,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=24+rue+Cadet&lat=48.8566&lon=2.3522&limit=100,0.36740380779154985
rue Cadet,26,Cochot,,,,-0,-0,Cochot,rue Berne,2,Paris,Paris,France,non,,2.323982,48.880195,75008,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=2+rue+Berne&lat=48.8566&lon=2.3522&limit=100,0.7019629055013044
rue Cadet,42,Gautier,,,,-0,-0,Gautier,rue Perdonnet,10,Paris,Paris,France,non,,2.36004,48.883257,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=10+rue+Perdonnet&lat=48.8566&lon=2.3522&limit=100,0.8789611550832853
impasse du Cadran,1,Devillers,,,,-0,-0,Devillers,rue Jacques Dulud,55,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=55+rue+Jacques+Dulud&lat=48.8566&lon=2.3522&limit=100,
impasse du Cadran,6,Normand,,,,-0,-0,Normand,impasse Cadran,6,Paris,Paris,France,oui,,2.345545,48.88368,75018,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=6+impasse+Cadran&lat=48.8566&lon=2.3522&limit=100,0.7570892173390746
rue Caffarelli,1,Ville de Paris,Etat,,,-0,-0,Ville de Paris,-0,-0,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
rue Caffarelli,10,Derré,,,,-0,-0,Derré,rue Caffarelli,10,Paris,Paris,France,oui,,2.362,48.863649,75003,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=10+rue+Caffarelli&lat=48.8566&lon=2.3522&limit=100,0.875177648209594
rue Caffarelli,12,Léjard (Vve),,F,Veuve,-0,-0,Léjard,rue Dencours,18,Paris,Paris,France,non,,2.350211,48.85808,75004,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=18+rue+Dencours&lat=48.8566&lon=2.3522&limit=100,0.22205828239603548
rue Caffarelli,14,Jardin,,,,-0,-0,Jardin,rue Oberkampf,75,Paris,Paris,France,non,,2.374028,48.865004,75011,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=75+rue+Oberkampf&lat=48.8566&lon=2.3522&limit=100,0.8811063644030402
rue Caffarelli,16,Piché,,,,-0,-0,Piché,avenue Trudaine,45,Paris,Paris,France,non,,2.341485,48.880806,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=45+avenue+Trudaine&lat=48.8566&lon=2.3522&limit=100,0.8771991213475432
rue Caffarelli,18,Leleu (Mme),,F,Mme,-0,-0,Leleu,rue Petits Hôtels,9,Paris,Paris,France,non,,2.354066,48.87732,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=9+rue+Petits+Hôtels&lat=48.8566&lon=2.3522&limit=100,0.7427232631351743
rue Cail,1,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,3,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,5,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,7,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,9,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,11,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,13,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,15,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,rue Grammont,21,Paris,Paris,France,non,,2.336825,48.870607,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=21+rue+Grammont&lat=48.8566&lon=2.3522&limit=100,0.69636949355278
rue Cail,17,Haguenauer et Albertin,,,,-0,-0,Haguenauer et Albertin,rue Cail,17,Paris,Paris,France,oui,,2.36007,48.882707,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=17+rue+Cail&lat=48.8566&lon=2.3522&limit=100,0.8789729742330493
rue Cail,19,Lecerf,,,,-0,-0,Lecerf,rue Pajol,29,Paris,Paris,France,non,,2.361628,48.887727,75018,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=29+rue+Pajol&lat=48.8566&lon=2.3522&limit=100,0.8819847666912854
rue Cail,21,Morel (Vve),,F,Veuve,-0,-0,Morel,rue Turenne,95,Paris,Paris,France,non,,2.363029,48.85485,75004,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=95+rue+Turenne&lat=48.8566&lon=2.3522&limit=100,0.5929616477223556
rue Cail,23,Sautejean de Pontjoli,,,,-0,-0,Sautejean de Pontjoli,rue Boileau,94bis,Paris,Paris,France,non,,2.266333,48.847469,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=94bis+rue+Boileau&lat=48.8566&lon=2.3522&limit=100,0.5991247754569435
rue Cail,25,Thibaut (Vve),,F,Veuve,-0,-0,Thibaut,boulevard Malesherbes,52,Paris,Paris,France,non,,2.312526,48.881104,75017,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=52+boulevard+Malesherbes&lat=48.8566&lon=2.3522&limit=100,0.783420120271196
rue Cail,2,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,4,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,6,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,8,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,10,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,12,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,14,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,16,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,18,Sté « La Foncière Lyonnaise »,enterprises,,,-0,-0,Sté « La Foncière Lyonnaise »,boulevard des Italiens,19,Paris,Paris,France,non,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=19+boulevard+des+Italiens&lat=48.8566&lon=2.3522&limit=100,0.7835815359593103
rue Cail,20,Dehaynin,,,,-0,-0,Dehaynin,rue Chaussée d’Antin,43,Paris,Paris,France,non,,2.333751,48.873063,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=43+rue+Chaussée+d’Antin&lat=48.8566&lon=2.3522&limit=100,0.5022883285200826
rue Cail,22,Dehaynin,,,,-0,-0,Dehaynin,rue Chaussée d’Antin,43,Paris,Paris,France,non,,2.333751,48.873063,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=43+rue+Chaussée+d’Antin&lat=48.8566&lon=2.3522&limit=100,0.5022883285200826
rue Caillaux,1,Aloffe,,,,-0,-0,Aloffe,avenue Choisy,59,Paris,Paris,France,non,,2.366293,48.817737,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=59+avenue+Choisy&lat=48.8566&lon=2.3522&limit=100,0.4314448429565263
rue Caillaux,3,Utrel,,,,-0,-0,Utrel,rue Caillaux,3,Paris,Paris,France,oui,,2.362033,48.822816,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=3+rue+Caillaux&lat=48.8566&lon=2.3522&limit=100,0.8816137368387599
rue Caillaux,3bis,Bareteau (Mme),,F,Mme,-0,-0,Bareteau,rue Caillaux,3bis,Paris,Paris,France,oui,,2.362221,48.822865,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=3bis+rue+Caillaux&lat=48.8566&lon=2.3522&limit=100,0.6472394290863122
rue Caillaux,5,Cartier,,,,-0,-0,Cartier,rue Caillaux,5,Paris,Paris,France,oui,,2.36186,48.822772,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=5+rue+Caillaux&lat=48.8566&lon=2.3522&limit=100,0.8816131172136714
rue Caillaux,7,Decroussaine (Vve),,F,Veuve,-0,-0,Decroussaine,rue Charenton,154,Paris,Paris,France,non,,2.381545,48.845079,75012,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=154+rue+Charenton&lat=48.8566&lon=2.3522&limit=100,0.7624317933509349
rue Caillaux,9,Vernet,,,,-0,-0,Vernet,rue Tolbiac,48,Paris,Paris,France,non,,2.379662,48.831953,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=48+rue+Tolbiac&lat=48.8566&lon=2.3522&limit=100,0.5264525950350422
rue Caillaux,11,Aupetit,,,,-0,-0,Aupetit,rue Caillaux,11,Paris,Paris,France,oui,,2.361318,48.822633,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=11+rue+Caillaux&lat=48.8566&lon=2.3522&limit=100,0.8816110650657998
rue Caillaux,13,Aupetit,,,,-0,-0,Aupetit,rue Caillaux,11,Paris,Paris,France,non,,2.361318,48.822633,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=11+rue+Caillaux&lat=48.8566&lon=2.3522&limit=100,0.8816110650657998
rue Caillaux,15,Ladonne,,,,-0,-0,Ladonne,boulevard Richard Lenoir,123,Paris,Paris,France,non,,2.371598,48.860769,75011,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=123+boulevard+Richard+Lenoir&lat=48.8566&lon=2.3522&limit=100,0.4592710795339627
rue Caillaux,17,Ladonne,,,,-0,-0,Ladonne,boulevard Richard Lenoir,123,Paris,Paris,France,non,,2.371598,48.860769,75011,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=123+boulevard+Richard+Lenoir&lat=48.8566&lon=2.3522&limit=100,0.4592710795339627
rue Caillaux,2,Calou,,,,-0,-0,Calou,boulevard Lamouroux,69,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=69+boulevard+Lamouroux&lat=48.8566&lon=2.3522&limit=100,
rue Caillaux,4,Forestier,,,,-0,-0,Forestier,rue Caillaux,4,Paris,Paris,France,oui,,2.361778,48.822887,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=4+rue+Caillaux&lat=48.8566&lon=2.3522&limit=100,0.8816165755041921
rue Caillaux,4bis,Henriety,,,,-0,-0,Henriety,avenue Italie,6,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=6+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4529263481872085
rue Caillaux,6,Garraud,,,,-0,-0,Garraud,rue Verrerie,93,Paris,Paris,France,non,,2.350685,48.858814,75004,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=93+rue+Verrerie&lat=48.8566&lon=2.3522&limit=100,0.6492313753297115
rue Caillaux,8,Boyer (Vve),,F,Veuve,-0,-0,Boyer,rue Caillaux,8,Paris,Paris,France,oui,,2.361465,48.822807,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=8+rue+Caillaux&lat=48.8566&lon=2.3522&limit=100,0.881615410941863
rue Caillaux,10,Sauzieu,,,,-0,-0,Sauzieu,-0,Bohain (Aisne),,Aisne,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Bohain+(Aisne)+-0&lat=48.8566&lon=2.3522&limit=100,
rue Caillaux,12,Potier,,,,-0,-0,Potier,rue Assas,50,Paris,Paris,France,non,,2.330475,48.846725,75006,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=50+rue+Assas&lat=48.8566&lon=2.3522&limit=100,0.7603824053894362
rue Caillaux,16,Potier,,,,-0,-0,Potier,rue Assas,50,Paris,Paris,France,non,,2.330475,48.846725,75006,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=50+rue+Assas&lat=48.8566&lon=2.3522&limit=100,0.7603824053894362
rue Caillé,1,Renard,,,,-0,-0,Renard,rue Colombes,65,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=65+rue+Colombes&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,3,Siméon,,,,-0,-0,Siméon,-0,Puteaux,,Seine,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Puteaux+-0&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,5,Gaffet,,,,-0,-0,Gaffet,rue Caillé,5,Paris,Paris,France,oui,,2.361123,48.882625,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=5+rue+Caillé&lat=48.8566&lon=2.3522&limit=100,0.7426079530453693
rue Caillé,7,Noyelle,,,,-0,-0,Noyelle,-0,Guyencourt,,Somme,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Guyencourt+-0&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,9,Heckmann,,,,-0,-0,Heckmann,boulevard Chapelle,50,Paris,Paris,France,non,,2.364225,48.884193,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=50+boulevard+Chapelle&lat=48.8566&lon=2.3522&limit=100,0.6193102008469303
rue Caillé,11,Pouget,,,,-0,-0,Pouget,rue Egalité,34,,Seine,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=34+rue+Egalité&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,13,Chèze,,,,-0,-0,Chèze,-0,Champagnac (Corrèze),,Corrèze,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Champagnac+(Corrèze)+-0&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,15,Olive (Vve),,F,Veuve,-0,-0,Olive,Olive (Vve),La Garenne-Bezons,,Seine-et-Oise,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=La+Garenne-Bezons+Olive+(Vve)&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,17,Roland,,,,-0,-0,Roland,boulevard Ourcq,12,,Seine-et-Oise,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=12+boulevard+Ourcq&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,19,Marcy-Carrette (de),,,,-0,de,Marcy-Carrette,Marcy Carrette (de),Thennes,,Somme,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Thennes+Marcy+Carrette+(de)&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,4,Tafanel,,,,-0,-0,Tafanel,rue Aubervilliers,17,Paris,Paris,France,non,,2.365077,48.884628,75019,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=17+rue+Aubervilliers&lat=48.8566&lon=2.3522&limit=100,0.7032854413850239
rue Caillé,6,Tafanel,,,,-0,-0,Tafanel,rue Aubervilliers,17,Paris,Paris,France,non,,2.365077,48.884628,75019,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=17+rue+Aubervilliers&lat=48.8566&lon=2.3522&limit=100,0.7032854413850239
rue Caillé,8,Marcy-Carrette (de),,,,-0,de,Marcy-Carrette,Marcy Carrette (de),Thennes,,Somme,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Thennes+Marcy+Carrette+(de)&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,10,Noyelle,,,,-0,-0,Noyelle,-0,Guyencourt,,Somme,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Guyencourt+-0&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,12,Rosencourt,,,,-0,-0,Rosencourt,rue Dufour,23,,Somme,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=23+rue+Dufour&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,14,Dubois,,,,-0,-0,Dubois,rue Lafayette,46,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=46+rue+Lafayette&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,16,Dubois,,,,-0,-0,Dubois,rue Lafayette,46,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=46+rue+Lafayette&lat=48.8566&lon=2.3522&limit=100,
rue Caillé,18,Carron,,,,-0,-0,Carron,rue Caillé,18,Paris,Paris,France,oui,,2.36024,48.88282,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=18+rue+Caillé&lat=48.8566&lon=2.3522&limit=100,0.7539700688680012
passage du Caire,11,Sauret,,,,-0,-0,Sauret,boulevard Magenta,26,Paris,Paris,France,non,,2.349462,48.883358,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=26+boulevard+Magenta&lat=48.8566&lon=2.3522&limit=100,0.6726193588288129
passage du Caire,13,Sauret,,,,-0,-0,Sauret,boulevard Magenta,26,Paris,Paris,France,non,,2.349462,48.883358,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=26+boulevard+Magenta&lat=48.8566&lon=2.3522&limit=100,0.6726193588288129
passage du Caire,25,Quétan (Melle),,F,Melle,-0,-0,Quétan,rue Madame,67,Paris,Paris,France,non,,2.331653,48.84679,75006,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=67+rue+Madame&lat=48.8566&lon=2.3522&limit=100,0.875776409056114
passage du Caire,27,Quétan (Melle),,F,Melle,-0,-0,Quétan,rue Madame,67,Paris,Paris,France,non,,2.331653,48.84679,75006,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=67+rue+Madame&lat=48.8566&lon=2.3522&limit=100,0.875776409056114
passage du Caire,29,Soubitez,,,,-0,-0,Soubitez,-0,-0,Berck-sur-Mer,Pas-de-Calais,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
passage du Caire,31,Soubitez,,,,-0,-0,Soubitez,-0,-0,Berck-sur-Mer,Pas-de-Calais,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
passage du Caire,33,Leroy,,,,-0,-0,Leroy,-0,Dammarie-les-Lys,,Seine-et-Marne,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Dammarie-les-Lys+-0&lat=48.8566&lon=2.3522&limit=100,
passage du Caire,35,Leroy,,,,-0,-0,Leroy,-0,Dammarie-les-Lys,,Seine-et-Marne,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Dammarie-les-Lys+-0&lat=48.8566&lon=2.3522&limit=100,
